Expression	Value	Location	Type	
[2624]	2.8399999144	0x20003D78	float	
[2625]	2.8399999144	0x20003D7C	float	
[2626]	2.8399999144	0x20003D80	float	
[2627]	2.8399999144	0x20003D84	float	
[2628]	2.8399999144	0x20003D88	float	
[2629]	2.8399999144	0x20003D8C	float	
[2630]	2.8399999144	0x20003D90	float	
[2631]	2.8399999144	0x20003D94	float	
[2632]	2.8399999144	0x20003D98	float	
[2633]	2.8399999144	0x20003D9C	float	
[2634]	2.8399999144	0x20003DA0	float	
[2635]	2.8399999144	0x20003DA4	float	
[2636]	2.8399999144	0x20003DA8	float	
[2637]	2.8399999144	0x20003DAC	float	
[2638]	2.8399999144	0x20003DB0	float	
[2639]	2.8399999144	0x20003DB4	float	
[2640]	2.8399999144	0x20003DB8	float	
[2641]	2.8399999144	0x20003DBC	float	
[2642]	2.8399999144	0x20003DC0	float	
[2643]	2.8399999144	0x20003DC4	float	
[2644]	2.8399999144	0x20003DC8	float	
[2645]	2.8399999144	0x20003DCC	float	
[2646]	2.8399999144	0x20003DD0	float	
[2647]	2.8399999144	0x20003DD4	float	
[2648]	2.8399999144	0x20003DD8	float	
[2649]	2.8399999144	0x20003DDC	float	
[2650]	2.8399999144	0x20003DE0	float	
[2651]	2.8399999144	0x20003DE4	float	
[2652]	2.8399999144	0x20003DE8	float	
[2653]	2.8399999144	0x20003DEC	float	
[2654]	2.8399999144	0x20003DF0	float	
[2655]	2.8399999144	0x20003DF4	float	
[2656]	2.8399999144	0x20003DF8	float	
[2657]	2.8399999144	0x20003DFC	float	
[2658]	2.8399999144	0x20003E00	float	
[2659]	2.8399999144	0x20003E04	float	
[2660]	2.8399999144	0x20003E08	float	
[2661]	2.8399999144	0x20003E0C	float	
[2662]	2.8399999144	0x20003E10	float	
[2663]	2.8399999144	0x20003E14	float	
[2664]	2.8399999144	0x20003E18	float	
[2665]	2.8399999144	0x20003E1C	float	
[2666]	2.8399999144	0x20003E20	float	
[2667]	2.8399999144	0x20003E24	float	
[2668]	2.8399999144	0x20003E28	float	
[2669]	2.8399999144	0x20003E2C	float	
[2670]	2.8399999144	0x20003E30	float	
[2671]	2.8399999144	0x20003E34	float	
[2672]	2.8399999144	0x20003E38	float	
[2673]	2.8399999144	0x20003E3C	float	
[2674]	2.8399999144	0x20003E40	float	
[2675]	2.8399999144	0x20003E44	float	
[2676]	2.8399999144	0x20003E48	float	
[2677]	2.8399999144	0x20003E4C	float	
[2678]	2.8399999144	0x20003E50	float	
[2679]	2.8399999144	0x20003E54	float	
[2680]	2.8399999144	0x20003E58	float	
[2681]	2.8399999144	0x20003E5C	float	
[2682]	2.8399999144	0x20003E60	float	
[2683]	2.8399999144	0x20003E64	float	
[2684]	2.8399999144	0x20003E68	float	
[2685]	2.8399999144	0x20003E6C	float	
[2686]	2.8399999144	0x20003E70	float	
[2687]	2.8399999144	0x20003E74	float	
[2688]	2.8399999144	0x20003E78	float	
[2689]	2.8399999144	0x20003E7C	float	
[2690]	2.8399999144	0x20003E80	float	
[2691]	2.8399999144	0x20003E84	float	
[2692]	2.8399999144	0x20003E88	float	
[2693]	2.8399999144	0x20003E8C	float	
[2694]	2.8399999144	0x20003E90	float	
[2695]	2.8399999144	0x20003E94	float	
[2696]	2.8399999144	0x20003E98	float	
[2697]	2.8399999144	0x20003E9C	float	
[2698]	2.8399999144	0x20003EA0	float	
[2699]	2.8399999144	0x20003EA4	float	
[2700]	2.8399999144	0x20003EA8	float	
[2701]	2.8399999144	0x20003EAC	float	
[2702]	2.8399999144	0x20003EB0	float	
[2703]	2.8399999144	0x20003EB4	float	
[2704]	2.8399999144	0x20003EB8	float	
[2705]	2.8399999144	0x20003EBC	float	
[2706]	2.8399999144	0x20003EC0	float	
[2707]	2.8399999144	0x20003EC4	float	
[2708]	2.8399999144	0x20003EC8	float	
[2709]	2.8399999144	0x20003ECC	float	
[2710]	2.8399999144	0x20003ED0	float	
[2711]	2.8399999144	0x20003ED4	float	
[2712]	2.8399999144	0x20003ED8	float	
[2713]	2.8299999233	0x20003EDC	float	
[2714]	2.8299999233	0x20003EE0	float	
[2715]	2.8299999233	0x20003EE4	float	
[2716]	2.8299999233	0x20003EE8	float	
[2717]	2.8299999233	0x20003EEC	float	
[2718]	2.8299999233	0x20003EF0	float	
[2719]	2.8299999233	0x20003EF4	float	
[2720]	2.8299999233	0x20003EF8	float	
[2721]	2.8299999233	0x20003EFC	float	
[2722]	2.8299999233	0x20003F00	float	
[2723]	2.8299999233	0x20003F04	float	
[2724]	2.8299999233	0x20003F08	float	
[2725]	2.8299999233	0x20003F0C	float	
[2726]	2.8299999233	0x20003F10	float	
[2727]	2.8299999233	0x20003F14	float	
[2728]	2.8299999233	0x20003F18	float	
[2729]	2.8299999233	0x20003F1C	float	
[2730]	2.8299999233	0x20003F20	float	
[2731]	2.8299999233	0x20003F24	float	
[2732]	2.8299999233	0x20003F28	float	
[2733]	2.8299999233	0x20003F2C	float	
[2734]	2.8299999233	0x20003F30	float	
[2735]	2.8299999233	0x20003F34	float	
[2736]	2.8299999233	0x20003F38	float	
[2737]	2.8299999233	0x20003F3C	float	
[2738]	2.8299999233	0x20003F40	float	
[2739]	2.8299999233	0x20003F44	float	
[2740]	2.8299999233	0x20003F48	float	
[2741]	2.8299999233	0x20003F4C	float	
[2742]	2.8299999233	0x20003F50	float	
[2743]	2.8299999233	0x20003F54	float	
[2744]	2.8299999233	0x20003F58	float	
[2745]	2.8299999233	0x20003F5C	float	
[2746]	2.8299999233	0x20003F60	float	
[2747]	2.8299999233	0x20003F64	float	
[2748]	2.8299999233	0x20003F68	float	
[2749]	2.8299999233	0x20003F6C	float	
[2750]	2.8299999233	0x20003F70	float	
[2751]	2.8299999233	0x20003F74	float	
[2752]	2.8299999233	0x20003F78	float	
[2753]	2.8299999233	0x20003F7C	float	
[2754]	2.8299999233	0x20003F80	float	
[2755]	2.8299999233	0x20003F84	float	
[2756]	2.8299999233	0x20003F88	float	
[2757]	2.8299999233	0x20003F8C	float	
[2758]	2.8299999233	0x20003F90	float	
[2759]	2.8299999233	0x20003F94	float	
[2760]	2.8299999233	0x20003F98	float	
[2761]	2.8299999233	0x20003F9C	float	
[2762]	2.8299999233	0x20003FA0	float	
[2763]	2.8299999233	0x20003FA4	float	
[2764]	2.8299999233	0x20003FA8	float	
[2765]	2.8299999233	0x20003FAC	float	
[2766]	2.8299999233	0x20003FB0	float	
[2767]	2.8299999233	0x20003FB4	float	
[2768]	2.8299999233	0x20003FB8	float	
[2769]	2.8299999233	0x20003FBC	float	
[2770]	2.8299999233	0x20003FC0	float	
[2771]	2.8299999233	0x20003FC4	float	
[2772]	2.8299999233	0x20003FC8	float	
[2773]	2.8299999233	0x20003FCC	float	
[2774]	2.8299999233	0x20003FD0	float	
[2775]	2.8299999233	0x20003FD4	float	
[2776]	2.8299999233	0x20003FD8	float	
[2777]	2.8299999233	0x20003FDC	float	
[2778]	2.8299999233	0x20003FE0	float	
[2779]	2.8299999233	0x20003FE4	float	
[2780]	2.8299999233	0x20003FE8	float	
[2781]	2.8299999233	0x20003FEC	float	
[2782]	2.8299999233	0x20003FF0	float	
[2783]	2.8299999233	0x20003FF4	float	
[2784]	2.8299999233	0x20003FF8	float	
[2785]	2.8299999233	0x20003FFC	float	
[2786]	2.8299999233	0x20004000	float	
[2787]	2.8299999233	0x20004004	float	
[2788]	2.8299999233	0x20004008	float	
[2789]	2.8299999233	0x2000400C	float	
[2790]	2.8299999233	0x20004010	float	
[2791]	2.8299999233	0x20004014	float	
[2792]	2.8299999233	0x20004018	float	
[2793]	2.8299999233	0x2000401C	float	
[2794]	2.8299999233	0x20004020	float	
[2795]	2.8299999233	0x20004024	float	
[2796]	2.8299999233	0x20004028	float	
[2797]	2.8299999233	0x2000402C	float	
[2798]	2.8299999233	0x20004030	float	
[2799]	2.8299999233	0x20004034	float	
[2800]	2.8299999233	0x20004038	float	
[2801]	2.8299999233	0x2000403C	float	
[2802]	2.8299999233	0x20004040	float	
[2803]	2.8299999233	0x20004044	float	
[2804]	2.8299999233	0x20004048	float	
[2805]	2.8299999233	0x2000404C	float	
[2806]	2.8299999233	0x20004050	float	
[2807]	2.8299999233	0x20004054	float	
[2808]	2.8299999233	0x20004058	float	
[2809]	2.8299999233	0x2000405C	float	
[2810]	2.8299999233	0x20004060	float	
[2811]	2.8299999233	0x20004064	float	
[2812]	2.8299999233	0x20004068	float	
[2813]	2.8299999233	0x2000406C	float	
[2814]	2.8299999233	0x20004070	float	
[2815]	2.8299999233	0x20004074	float	
[2816]	2.8299999233	0x20004078	float	
[2817]	2.8299999233	0x2000407C	float	
[2818]	2.8299999233	0x20004080	float	
[2819]	2.8299999233	0x20004084	float	
[2820]	2.8299999233	0x20004088	float	
[2821]	2.8299999233	0x2000408C	float	
[2822]	2.8299999233	0x20004090	float	
[2823]	2.8299999233	0x20004094	float	
[2824]	2.8299999233	0x20004098	float	
[2825]	2.8299999233	0x2000409C	float	
[2826]	2.8299999233	0x200040A0	float	
[2827]	2.8299999233	0x200040A4	float	
[2828]	2.8299999233	0x200040A8	float	
[2829]	2.8299999233	0x200040AC	float	
[2830]	2.8299999233	0x200040B0	float	
[2831]	2.8299999233	0x200040B4	float	
[2832]	2.8299999233	0x200040B8	float	
[2833]	2.8299999233	0x200040BC	float	
[2834]	2.8299999233	0x200040C0	float	
[2835]	2.8299999233	0x200040C4	float	
[2836]	2.8299999233	0x200040C8	float	
[2837]	2.8299999233	0x200040CC	float	
[2838]	2.8299999233	0x200040D0	float	
[2839]	2.8299999233	0x200040D4	float	
[2840]	2.8299999233	0x200040D8	float	
[2841]	2.8299999233	0x200040DC	float	
[2842]	2.8299999233	0x200040E0	float	
[2843]	2.8299999233	0x200040E4	float	
[2844]	2.8299999233	0x200040E8	float	
[2845]	2.8299999233	0x200040EC	float	
[2846]	2.8299999233	0x200040F0	float	
[2847]	2.8299999233	0x200040F4	float	
[2848]	2.8299999233	0x200040F8	float	
[2849]	2.8299999233	0x200040FC	float	
[2850]	2.8299999233	0x20004100	float	
[2851]	2.8299999233	0x20004104	float	
[2852]	2.8299999233	0x20004108	float	
[2853]	2.8299999233	0x2000410C	float	
[2854]	2.8299999233	0x20004110	float	
[2855]	2.8299999233	0x20004114	float	
[2856]	2.8299999233	0x20004118	float	
[2857]	2.8299999233	0x2000411C	float	
[2858]	2.8299999233	0x20004120	float	
[2859]	2.8299999233	0x20004124	float	
[2860]	2.8299999233	0x20004128	float	
[2861]	2.8299999233	0x2000412C	float	
[2862]	2.8299999233	0x20004130	float	
[2863]	2.8299999233	0x20004134	float	
[2864]	2.8299999233	0x20004138	float	
[2865]	2.8299999233	0x2000413C	float	
[2866]	2.8299999233	0x20004140	float	
[2867]	2.8299999233	0x20004144	float	
[2868]	2.8299999233	0x20004148	float	
[2869]	2.8299999233	0x2000414C	float	
[2870]	2.8299999233	0x20004150	float	
[2871]	2.8299999233	0x20004154	float	
[2872]	2.8299999233	0x20004158	float	
[2873]	2.8299999233	0x2000415C	float	
[2874]	2.8299999233	0x20004160	float	
[2875]	2.8299999233	0x20004164	float	
[2876]	2.8299999233	0x20004168	float	
[2877]	2.8299999233	0x2000416C	float	
[2878]	2.8299999233	0x20004170	float	
[2879]	2.8299999233	0x20004174	float	
[2880]	2.8299999233	0x20004178	float	
[2881]	2.8299999233	0x2000417C	float	
[2882]	2.8299999233	0x20004180	float	
[2883]	2.8299999233	0x20004184	float	
[2884]	2.8299999233	0x20004188	float	
[2885]	2.8299999233	0x2000418C	float	
[2886]	2.8299999233	0x20004190	float	
[2887]	2.8299999233	0x20004194	float	
[2888]	2.8299999233	0x20004198	float	
[2889]	2.8299999233	0x2000419C	float	
[2890]	2.8299999233	0x200041A0	float	
[2891]	2.8299999233	0x200041A4	float	
[2892]	2.8299999233	0x200041A8	float	
[2893]	2.8299999233	0x200041AC	float	
[2894]	2.8299999233	0x200041B0	float	
[2895]	2.8299999233	0x200041B4	float	
[2896]	2.8299999233	0x200041B8	float	
[2897]	2.8299999233	0x200041BC	float	
[2898]	2.8299999233	0x200041C0	float	
[2899]	2.8299999233	0x200041C4	float	
[2900]	2.8299999233	0x200041C8	float	
[2901]	2.8299999233	0x200041CC	float	
[2902]	2.8299999233	0x200041D0	float	
[2903]	2.8299999233	0x200041D4	float	
[2904]	2.8299999233	0x200041D8	float	
[2905]	2.8299999233	0x200041DC	float	
[2906]	2.8299999233	0x200041E0	float	
[2907]	2.8299999233	0x200041E4	float	
[2908]	2.8299999233	0x200041E8	float	
[2909]	2.8299999233	0x200041EC	float	
[2910]	2.8299999233	0x200041F0	float	
[2911]	2.8299999233	0x200041F4	float	
[2912]	2.8299999233	0x200041F8	float	
[2913]	2.8299999233	0x200041FC	float	
[2914]	2.8299999233	0x20004200	float	
[2915]	2.8299999233	0x20004204	float	
[2916]	2.8299999233	0x20004208	float	
[2917]	2.8299999233	0x2000420C	float	
[2918]	2.8299999233	0x20004210	float	
[2919]	2.8299999233	0x20004214	float	
[2920]	2.8299999233	0x20004218	float	
[2921]	2.8299999233	0x2000421C	float	
[2922]	2.8299999233	0x20004220	float	
[2923]	2.8299999233	0x20004224	float	
[2924]	2.8299999233	0x20004228	float	
[2925]	2.8299999233	0x2000422C	float	
[2926]	2.8299999233	0x20004230	float	
[2927]	2.8299999233	0x20004234	float	
[2928]	2.8299999233	0x20004238	float	
[2929]	2.8299999233	0x2000423C	float	
[2930]	2.8299999233	0x20004240	float	
[2931]	2.8299999233	0x20004244	float	
[2932]	2.8299999233	0x20004248	float	
[2933]	2.8299999233	0x2000424C	float	
[2934]	2.8299999233	0x20004250	float	
[2935]	2.8299999233	0x20004254	float	
[2936]	2.8299999233	0x20004258	float	
[2937]	2.8299999233	0x2000425C	float	
[2938]	2.8299999233	0x20004260	float	
[2939]	2.8299999233	0x20004264	float	
[2940]	2.8299999233	0x20004268	float	
[2941]	2.8299999233	0x2000426C	float	
[2942]	2.8299999233	0x20004270	float	
[2943]	2.8299999233	0x20004274	float	
[2944]	2.8299999233	0x20004278	float	
[2945]	2.8299999233	0x2000427C	float	
[2946]	2.8299999233	0x20004280	float	
[2947]	2.8299999233	0x20004284	float	
[2948]	2.8299999233	0x20004288	float	
[2949]	2.8299999233	0x2000428C	float	
[2950]	2.8299999233	0x20004290	float	
[2951]	2.8299999233	0x20004294	float	
[2952]	2.8299999233	0x20004298	float	
[2953]	2.8299999233	0x2000429C	float	
[2954]	2.8299999233	0x200042A0	float	
[2955]	2.8299999233	0x200042A4	float	
[2956]	2.8299999233	0x200042A8	float	
[2957]	2.8299999233	0x200042AC	float	
[2958]	2.8299999233	0x200042B0	float	
[2959]	2.8299999233	0x200042B4	float	
[2960]	2.8299999233	0x200042B8	float	
[2961]	2.8299999233	0x200042BC	float	
[2962]	2.8299999233	0x200042C0	float	
[2963]	2.8299999233	0x200042C4	float	
[2964]	2.8299999233	0x200042C8	float	
[2965]	2.8299999233	0x200042CC	float	
[2966]	2.8299999233	0x200042D0	float	
[2967]	2.8299999233	0x200042D4	float	
[2968]	2.8299999233	0x200042D8	float	
[2969]	2.8299999233	0x200042DC	float	
[2970]	2.8299999233	0x200042E0	float	
[2971]	2.8299999233	0x200042E4	float	
[2972]	2.8299999233	0x200042E8	float	
[2973]	2.8299999233	0x200042EC	float	
[2974]	2.8299999233	0x200042F0	float	
[2975]	2.8299999233	0x200042F4	float	
[2976]	2.8299999233	0x200042F8	float	
[2977]	2.8299999233	0x200042FC	float	
[2978]	2.8299999233	0x20004300	float	
[2979]	2.8299999233	0x20004304	float	
[2980]	2.8299999233	0x20004308	float	
[2981]	2.8399999144	0x2000430C	float	
[2982]	2.8399999144	0x20004310	float	
[2983]	2.8399999144	0x20004314	float	
[2984]	2.8399999144	0x20004318	float	
[2985]	2.8399999144	0x2000431C	float	
[2986]	2.8399999144	0x20004320	float	
[2987]	2.8399999144	0x20004324	float	
[2988]	2.8399999144	0x20004328	float	
[2989]	2.8399999144	0x2000432C	float	
[2990]	2.8399999144	0x20004330	float	
[2991]	2.8399999144	0x20004334	float	
[2992]	2.8399999144	0x20004338	float	
[2993]	2.8399999144	0x2000433C	float	
[2994]	2.8399999144	0x20004340	float	
[2995]	2.8399999144	0x20004344	float	
[2996]	2.8399999144	0x20004348	float	
[2997]	2.8399999144	0x2000434C	float	
[2998]	2.8399999144	0x20004350	float	
[2999]	2.8399999144	0x20004354	float	
[3000]	2.8399999144	0x20004358	float	
[3001]	2.8399999144	0x2000435C	float	
[3002]	2.8399999144	0x20004360	float	
[3003]	2.8399999144	0x20004364	float	
[3004]	2.8399999144	0x20004368	float	
[3005]	2.8399999144	0x2000436C	float	
[3006]	2.8399999144	0x20004370	float	
[3007]	2.8399999144	0x20004374	float	
[3008]	2.8399999144	0x20004378	float	
[3009]	2.8399999144	0x2000437C	float	
[3010]	2.8399999144	0x20004380	float	
[3011]	2.8399999144	0x20004384	float	
[3012]	2.8399999144	0x20004388	float	
[3013]	2.8399999144	0x2000438C	float	
[3014]	2.8399999144	0x20004390	float	
[3015]	2.8399999144	0x20004394	float	
[3016]	2.8399999144	0x20004398	float	
[3017]	2.8399999144	0x2000439C	float	
[3018]	2.8399999144	0x200043A0	float	
[3019]	2.8399999144	0x200043A4	float	
[3020]	2.8399999144	0x200043A8	float	
[3021]	2.8399999144	0x200043AC	float	
[3022]	2.8399999144	0x200043B0	float	
[3023]	2.8399999144	0x200043B4	float	
[3024]	2.8399999144	0x200043B8	float	
[3025]	2.8399999144	0x200043BC	float	
[3026]	2.8399999144	0x200043C0	float	
[3027]	2.8399999144	0x200043C4	float	
[3028]	2.8399999144	0x200043C8	float	
[3029]	2.8399999144	0x200043CC	float	
[3030]	2.8399999144	0x200043D0	float	
[3031]	2.8399999144	0x200043D4	float	
[3032]	2.8399999144	0x200043D8	float	
[3033]	2.8399999144	0x200043DC	float	
[3034]	2.8399999144	0x200043E0	float	
[3035]	2.8399999144	0x200043E4	float	
[3036]	2.8399999144	0x200043E8	float	
[3037]	2.8399999144	0x200043EC	float	
[3038]	2.8399999144	0x200043F0	float	
[3039]	2.8399999144	0x200043F4	float	
[3040]	2.8399999144	0x200043F8	float	
[3041]	2.8399999144	0x200043FC	float	
[3042]	2.8399999144	0x20004400	float	
[3043]	2.8399999144	0x20004404	float	
[3044]	2.8399999144	0x20004408	float	
[3045]	2.8399999144	0x2000440C	float	
[3046]	2.8399999144	0x20004410	float	
[3047]	2.8399999144	0x20004414	float	
[3048]	2.8399999144	0x20004418	float	
[3049]	2.8399999144	0x2000441C	float	
[3050]	2.8399999144	0x20004420	float	
[3051]	2.8399999144	0x20004424	float	
[3052]	2.8399999144	0x20004428	float	
[3053]	2.8399999144	0x2000442C	float	
[3054]	2.8399999144	0x20004430	float	
[3055]	2.8399999144	0x20004434	float	
[3056]	2.8399999144	0x20004438	float	
[3057]	2.8399999144	0x2000443C	float	
[3058]	2.8399999144	0x20004440	float	
[3059]	2.8399999144	0x20004444	float	
[3060]	2.8399999144	0x20004448	float	
[3061]	2.8399999144	0x2000444C	float	
[3062]	2.8399999144	0x20004450	float	
[3063]	2.8399999144	0x20004454	float	
[3064]	2.8399999144	0x20004458	float	
[3065]	2.8399999144	0x2000445C	float	
[3066]	2.8399999144	0x20004460	float	
[3067]	2.8399999144	0x20004464	float	
[3068]	2.8399999144	0x20004468	float	
[3069]	2.8399999144	0x2000446C	float	
[3070]	2.8399999144	0x20004470	float	
[3071]	2.8399999144	0x20004474	float	
[3072]	2.8399999144	0x20004478	float	
[3073]	2.8399999144	0x2000447C	float	
[3074]	2.8399999144	0x20004480	float	
[3075]	2.8399999144	0x20004484	float	
[3076]	2.8399999144	0x20004488	float	
[3077]	2.8399999144	0x2000448C	float	
[3078]	2.8399999144	0x20004490	float	
[3079]	2.8399999144	0x20004494	float	
[3080]	2.8399999144	0x20004498	float	
[3081]	2.8399999144	0x2000449C	float	
[3082]	2.8399999144	0x200044A0	float	
[3083]	2.8399999144	0x200044A4	float	
[3084]	2.8399999144	0x200044A8	float	
[3085]	2.8399999144	0x200044AC	float	
[3086]	2.8499999044	0x200044B0	float	
[3087]	2.8499999044	0x200044B4	float	
[3088]	2.8499999044	0x200044B8	float	
[3089]	2.8499999044	0x200044BC	float	
[3090]	2.8499999044	0x200044C0	float	
[3091]	2.8499999044	0x200044C4	float	
[3092]	2.8499999044	0x200044C8	float	
[3093]	2.8499999044	0x200044CC	float	
[3094]	2.8499999044	0x200044D0	float	
[3095]	2.8499999044	0x200044D4	float	
[3096]	2.8499999044	0x200044D8	float	
[3097]	2.8499999044	0x200044DC	float	
[3098]	2.8499999044	0x200044E0	float	
[3099]	2.8499999044	0x200044E4	float	
[3100]	2.8499999044	0x200044E8	float	
[3101]	2.8499999044	0x200044EC	float	
[3102]	2.8499999044	0x200044F0	float	
[3103]	2.8499999044	0x200044F4	float	
[3104]	2.8499999044	0x200044F8	float	
[3105]	2.8499999044	0x200044FC	float	
[3106]	2.8499999044	0x20004500	float	
[3107]	2.8499999044	0x20004504	float	
[3108]	2.8499999044	0x20004508	float	
[3109]	2.8499999044	0x2000450C	float	
[3110]	2.8499999044	0x20004510	float	
[3111]	2.8499999044	0x20004514	float	
[3112]	2.8499999044	0x20004518	float	
[3113]	2.8499999044	0x2000451C	float	
[3114]	2.8499999044	0x20004520	float	
[3115]	2.8499999044	0x20004524	float	
[3116]	2.8499999044	0x20004528	float	
[3117]	2.8499999044	0x2000452C	float	
[3118]	2.8499999044	0x20004530	float	
[3119]	2.8499999044	0x20004534	float	
[3120]	2.8499999044	0x20004538	float	
[3121]	2.8499999044	0x2000453C	float	
[3122]	2.8499999044	0x20004540	float	
[3123]	2.8499999044	0x20004544	float	
[3124]	2.8499999044	0x20004548	float	
[3125]	2.8499999044	0x2000454C	float	
[3126]	2.8499999044	0x20004550	float	
[3127]	2.8499999044	0x20004554	float	
[3128]	2.8499999044	0x20004558	float	
[3129]	2.8499999044	0x2000455C	float	
[3130]	2.8499999044	0x20004560	float	
[3131]	2.8499999044	0x20004564	float	
[3132]	2.8499999044	0x20004568	float	
[3133]	2.8499999044	0x2000456C	float	
[3134]	2.8499999044	0x20004570	float	
[3135]	2.8499999044	0x20004574	float	
[3136]	2.8499999044	0x20004578	float	
[3137]	2.8499999044	0x2000457C	float	
[3138]	2.8499999044	0x20004580	float	
[3139]	2.8499999044	0x20004584	float	
[3140]	2.8499999044	0x20004588	float	
[3141]	2.8499999044	0x2000458C	float	
[3142]	2.8499999044	0x20004590	float	
[3143]	2.8499999044	0x20004594	float	
[3144]	2.8499999044	0x20004598	float	
[3145]	2.8499999044	0x2000459C	float	
[3146]	2.8499999044	0x200045A0	float	
[3147]	2.8499999044	0x200045A4	float	
[3148]	2.8499999044	0x200045A8	float	
[3149]	2.8499999044	0x200045AC	float	
[3150]	2.8499999044	0x200045B0	float	
[3151]	2.8499999044	0x200045B4	float	
[3152]	2.8499999044	0x200045B8	float	
[3153]	2.8499999044	0x200045BC	float	
[3154]	2.8499999044	0x200045C0	float	
[3155]	2.8499999044	0x200045C4	float	
[3156]	2.8499999044	0x200045C8	float	
[3157]	2.8499999044	0x200045CC	float	
[3158]	2.8499999044	0x200045D0	float	
[3159]	2.8499999044	0x200045D4	float	
[3160]	2.8499999044	0x200045D8	float	
[3161]	2.8499999044	0x200045DC	float	
[3162]	2.8499999044	0x200045E0	float	
[3163]	2.8499999044	0x200045E4	float	
[3164]	2.8499999044	0x200045E8	float	
[3165]	2.8499999044	0x200045EC	float	
[3166]	2.8499999044	0x200045F0	float	
[3167]	2.8499999044	0x200045F4	float	
[3168]	2.8499999044	0x200045F8	float	
[3169]	2.8499999044	0x200045FC	float	
[3170]	2.8499999044	0x20004600	float	
[3171]	2.8499999044	0x20004604	float	
[3172]	2.8499999044	0x20004608	float	
[3173]	2.8499999044	0x2000460C	float	
[3174]	2.8499999044	0x20004610	float	
[3175]	2.8499999044	0x20004614	float	
[3176]	2.8499999044	0x20004618	float	
[3177]	2.8499999044	0x2000461C	float	
[3178]	2.85999989	0x20004620	float	
[3179]	2.85999989	0x20004624	float	
[3180]	2.85999989	0x20004628	float	
[3181]	2.85999989	0x2000462C	float	
[3182]	2.85999989	0x20004630	float	
[3183]	2.85999989	0x20004634	float	
[3184]	2.85999989	0x20004638	float	
[3185]	2.85999989	0x2000463C	float	
[3186]	2.85999989	0x20004640	float	
[3187]	2.85999989	0x20004644	float	
[3188]	2.85999989	0x20004648	float	
[3189]	2.85999989	0x2000464C	float	
[3190]	2.85999989	0x20004650	float	
[3191]	2.85999989	0x20004654	float	
[3192]	2.85999989	0x20004658	float	
[3193]	2.85999989	0x2000465C	float	
[3194]	2.85999989	0x20004660	float	
[3195]	2.85999989	0x20004664	float	
[3196]	2.85999989	0x20004668	float	
[3197]	2.85999989	0x2000466C	float	
[3198]	2.85999989	0x20004670	float	
[3199]	2.85999989	0x20004674	float	
[3200]	2.85999989	0x20004678	float	
[3201]	2.85999989	0x2000467C	float	
[3202]	2.85999989	0x20004680	float	
[3203]	2.85999989	0x20004684	float	
[3204]	2.85999989	0x20004688	float	
[3205]	2.85999989	0x2000468C	float	
[3206]	2.85999989	0x20004690	float	
[3207]	2.85999989	0x20004694	float	
[3208]	2.85999989	0x20004698	float	
[3209]	2.85999989	0x2000469C	float	
[3210]	2.85999989	0x200046A0	float	
[3211]	2.85999989	0x200046A4	float	
[3212]	2.85999989	0x200046A8	float	
[3213]	2.85999989	0x200046AC	float	
[3214]	2.85999989	0x200046B0	float	
[3215]	2.85999989	0x200046B4	float	
[3216]	2.85999989	0x200046B8	float	
[3217]	2.85999989	0x200046BC	float	
[3218]	2.85999989	0x200046C0	float	
[3219]	2.85999989	0x200046C4	float	
[3220]	2.85999989	0x200046C8	float	
[3221]	2.85999989	0x200046CC	float	
[3222]	2.85999989	0x200046D0	float	
[3223]	2.85999989	0x200046D4	float	
[3224]	2.85999989	0x200046D8	float	
[3225]	2.85999989	0x200046DC	float	
[3226]	2.85999989	0x200046E0	float	
[3227]	2.85999989	0x200046E4	float	
[3228]	2.85999989	0x200046E8	float	
[3229]	2.85999989	0x200046EC	float	
[3230]	2.85999989	0x200046F0	float	
[3231]	2.85999989	0x200046F4	float	
[3232]	2.85999989	0x200046F8	float	
[3233]	2.85999989	0x200046FC	float	
[3234]	2.85999989	0x20004700	float	
[3235]	2.85999989	0x20004704	float	
[3236]	2.85999989	0x20004708	float	
[3237]	2.85999989	0x2000470C	float	
[3238]	2.85999989	0x20004710	float	
[3239]	2.85999989	0x20004714	float	
[3240]	2.85999989	0x20004718	float	
[3241]	2.85999989	0x2000471C	float	
[3242]	2.85999989	0x20004720	float	
[3243]	2.86999988	0x20004724	float	
[3244]	2.86999988	0x20004728	float	
[3245]	2.86999988	0x2000472C	float	
[3246]	2.86999988	0x20004730	float	
[3247]	2.86999988	0x20004734	float	
[3248]	2.86999988	0x20004738	float	
[3249]	2.86999988	0x2000473C	float	
[3250]	2.86999988	0x20004740	float	
[3251]	2.86999988	0x20004744	float	
[3252]	2.86999988	0x20004748	float	
[3253]	2.86999988	0x2000474C	float	
[3254]	2.86999988	0x20004750	float	
[3255]	2.86999988	0x20004754	float	
[3256]	2.86999988	0x20004758	float	
[3257]	2.86999988	0x2000475C	float	
[3258]	2.86999988	0x20004760	float	
[3259]	2.86999988	0x20004764	float	
[3260]	2.86999988	0x20004768	float	
[3261]	2.86999988	0x2000476C	float	
[3262]	2.86999988	0x20004770	float	
[3263]	2.86999988	0x20004774	float	
[3264]	2.86999988	0x20004778	float	
[3265]	2.86999988	0x2000477C	float	
[3266]	2.86999988	0x20004780	float	
[3267]	2.86999988	0x20004784	float	
[3268]	2.86999988	0x20004788	float	
[3269]	2.86999988	0x2000478C	float	
